676534	高晓松	537753
124303	孙艺珍	537749
150580	吴越（武打明星）	537696
113407	林忆莲	537561
65199511	GOT7	533619
95607	张国立（演员）	533540
54951792	吴莫愁	533479
1523268	殷桃	533433
5640469	金世佳	532309
67632158	赵圆瑗	530358
232858	冯德伦	528655
7986978	朱之文（著名农民歌手）	528133
2052317	文咏珊	528072
157387	秦海璐	525093
54725	汤姆·克鲁斯	524873
127866630	郭俊辰（演员）	524385
272214	苏志燮	523458
221735	张子健（中国内地男演员）	523277
124269	朴树（中国大陆男歌手）	521939
6636662	伊万卡·特朗普	521184
587566	田亮（奥运会冠军、影视演员）	520928
33196503	叶祖新	520362
53732789	童菲	520178
1925991	高露	520161
6053	陈嘉桦（美女）	518634
691481	佐佐木希	518531
791935	李胜贤（演员）	518380
455840	张睿（中国内地男演员）	517757
7666753	刘敏涛	517458
94789087	苏运莹	512469
95880	谢婷婷	512289
178694	李双江	512282
158021	张铁林	512200
147817	张丰毅	511276
74715	张信哲	510356
98134	翁美玲	510190
150769	翁虹	508780
8226280	莫小棋	508347
3593691	童瑶	508295
63378	水木年华	508250
80366	曹格	508206
1950607	张智尧	508174
99511055	王昱珩	507635
7979552	奚梦瑶	507536
231086	高以翔	507410
98216	潘长江	506413
53517783	斓曦（美女）	506135
98204	汤加丽	505542
1559342	何琳（中国大陆女演员）	505527
261614	陈晓旭（明星）	505148
55765862	韩国十大女子组合	505124
73649	唐禹哲	503634
4464	五月天（台湾乐团）	502823
93904	李钰（中国内地女演员）	502000
113355	李宗盛	501788
75338248	王智（内地女演员、新生代功夫女星）	501370
118477	小栗旬	501339
7599506	全宝蓝	500841
7936326	张鲁一	499268
124384	新垣结衣	499153
5129695	朱梓骁	498902
95730	李孝利	498394
3423641	加藤鹰	497226
95408	梁家辉	496890
9940806	张籽沐	496473
45910	郭晶晶	496287
199563	任达华	496228
199507	郝邵文	495067
7682338	歌浴森	494904
97910	张紫妍	494668
852659	张晓龙（中国内地礼仪指导师、演员）	494205
197743	张震（中国台湾著名电影演员）	494104
95794	金希澈	494043
207074	曹骏	493902
98208	谭咏麟	493033
1550140	蒋雯丽	491641
3175513	戴向宇	491124
59178852	詹妮弗·劳伦斯（人物）	490444
105938	蒋勤勤	489383
409829	蔡健雅	488514
52988271	刘丹（香港演员）	487113
125962	夏雨（大陆演员）	486933
108420	李香凝	486904
1221031	颜丹晨	486476
143156	桂纶镁	486327
104079	李幼斌（中国内地演员）	486108
52986317	王雷（内地影视演员）	485879
10692758	金赛纶	485595
